Gilroy|48,313|16.5|41,464|9.4|32.6|6.8|50.2|58.9|1.8|1.6|4.4|0.3|5.3|53.8|44.1|24.1|43.6|70.1|19.1|30.6|12,152|61.2|344,100|11,869|3.46|62,135|22,071|10.4|D|813,656|18,940|77,325|3,075|F|F|S|11.1|F|26.3|15|2,616.0|29504|Santa Clara County 
Glendale|199,463|2.3|194,973|5.7|22.4|13.9|52.3|63.6|1.3|0.3|16.1|0.1|10.1|19.7|50.8|54.4|67.0|79.0|32.1|27.3|73,713|38.4|325,700|71,805|2.68|41,805|22,227|15.5|852,780|2,625,246|13,204|231,443|24,388|0.6|F|17.0|5.4|F|27.3|30|6,361.3|30000|Los Angeles County 
Glendora|50,370|2.0|49,415|6.3|27.6|12.5|51.7|80.3|1.5|0.7|6.2|0.1|4.0|21.7|61.3|14.1|23.8|87.1|25.7|29.4|17,145|73.6|225,000|16,819|2.88|60,013|25,993|5.9|D|584,361|11,629|48,383|4,514|F|F|15.7|11.5|F|S|19|2,581.8|30014|Los Angeles County 
Goleta|29,182|1.9|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|588,885|574,864|19,291|56,929|3,027|F|F|S|S|F|20.6|X|X|30378|Santa Barbara County 
Hanford|48,655|16.4|41,686|8.7|31.6|10.3|51.0|64.1|5.0|1.4|2.9|0.2|5.7|38.7|48.7|13.6|28.3|74.5|14.4|20.2|14,721|59.0|102,900|13,931|2.93|37,582|17,504|17.3|D|492,513|11,135|48,979|2,371|F|F|F|S|F|39.5|13|3,184.6|31960|Kings County 
Hawthorne|85,438|1.6|84,112|10.1|31.7|6.1|51.9|29.3|33.0|0.8|6.7|0.9|5.2|44.3|45.6|33.3|50.6|66.8|12.7|26.9|29,629|25.9|183,700|28,536|2.93|31,887|15,022|20.3|302,054|753,540|8,812|60,850|5,111|13.1|S|10.1|27.7|F|30.8|6|13,879.9|32548|Los Angeles County 
Hayward|140,606|0.4|140,030|7.9|26.8|10.2|50.4|43.0|11.0|0.8|19.0|1.9|7.5|34.2|50.0|34.8|48.9|75.1|19.9|31.3|45,922|53.2|237,300|44,804|3.08|51,177|19,695|10.0|5,944,251|1,751,998|12,374|132,729|9,317|S|F|S|S|F|23.7|44|3,158.8|33000|Alameda County 
Hemet|70,136|19.1|58,812|6.5|22.6|33.1|54.2|80.5|2.6|1.2|1.5|0.1|3.5|23.1|42.3|11.5|19.7|73.5|10.8|28.9|29,401|64.6|93,700|25,252|2.26|26,839|16,226|16.3|D|822,808|13,029|71,450|3,704|S|F|F|S|F|S|25|2,293.8|33182|Riverside County 
Hesperia|83,351|32.9|62,582|7.9|32.8|11.0|50.7|74.3|4.0|1.3|1.1|0.2|4.7|29.4|49.7|9.8|20.7|72.6|8.0|39.1|21,348|72.3|95,900|19,966|3.12|40,201|15,487|14.1|110,107|260,914|3,892|43,263|4,408|S|F|F|22.4|F|26.2|67|929.2|33434|San Bernardino County 
Highland|51,550|15.4|44,605|9.5|35.6|6.5|51.2|56.2|12.1|1.3|6.1|0.3|5.2|36.6|45.9|19.1|33.1|72.0|16.1|27.1|14,858|66.6|128,500|13,478|3.29|41,230|16,039|21.5|D|117,597|2,502|15,423|2,558|S|F|S|S|F|40.6|13|3,272.6|33588|San Bernardino County 
Hollister|35,690|3.7|34,413|10.0|34.6|6.3|49.5|59.1|1.4|1.1|2.8|0.2|5.4|55.1|45.9|20.8|42.7|72.3|15.0|34.4|9,924|67.0|266,300|9,716|3.52|56,104|18,857|9.5|D|371,054|10,230|33,258|2,356|F|F|F|17.7|F|S|6|5,237.9|34120|San Benito County 
Huntington Beach|194,436|2.5|189,594|6.2|22.2|10.4|49.9|79.2|0.8|0.7|9.3|0.2|3.9|14.7|50.1|16.9|21.9|89.6|36.0|28.7|75,662|60.6|311,800|73,657|2.56|64,824|31,964|6.6|3,957,264|1,945,786|10,078|272,862|21,035|0.6|S|8.7|S|S|29.3|26|7,184.3|36000|Orange County 
Huntington Park|62,165|1.3|61,348|10.4|35.8|5.1|49.9|41.4|0.8|1.0|0.8|0.1|4.9|95.6|46.3|55.9|90.9|32.2|4.7|29.5|15,335|27.4|164,700|14,860|4.12|28,941|9,340|25.2|407,237|420,725|6,725|58,717|3,273|F|F|8.2|57.8|F|S|3|20,246.9|36056|Los Angeles County 
Imperial Beach|26,137|-3.2|26,992|8.4|29.4|7.5|50.1|62.3|5.3|1.1|6.5|0.6|6.5|40.1|39.1|20.4|39.2|77.0|11.7|28.7|9,739|30.0|171,700|9,272|2.84|35,882|16,003|18.8|27,712|42,300|1,564|17,331|1,273|F|F|S|S|F|45.0|4|6,321.3|36294|San Diego County 
Indio|76,896|56.6|49,116|10.4|35.3|9.1|49.7|48.7|2.8|1.0|1.5|0.1|3.9|75.4|49.6|33.2|64.5|55.7|8.6|21.0|16,909|56.2|99,000|13,871|3.48|34,624|13,525|21.5|183,099|572,502|10,596|51,475|3,028|F|F|S|59.3|F|48.6|26|1,840.2|36448|Riverside County 
Inglewood|114,914|2.1|112,580|9.1|32.4|7.1|52.5|19.1|47.1|0.7|1.1|0.4|4.2|46.0|52.9|29.5|46.8|63.7|13.3|29.7|38,648|36.3|175,000|36,805|3.02|34,269|14,776|22.5|377,427|636,530|5,562|78,803|8,003|S|S|7.8|27.5|F|S|9|12,317.3|36546|Los Angeles County 
Irvine|193,956|34.6|143,072|5.6|23.5|7.2|51.6|61.1|1.4|0.2|29.8|0.1|4.8|7.4|39.2|32.1|39.7|95.3|58.4|22.8|53,711|60.0|316,800|51,199|2.66|72,057|32,196|9.1|39,615,179|2,960,830|18,246|494,336|22,210|1.4|F|21.3|3.7|F|21.0|46|3,098.1|36770|Orange County 
La Habra|59,264|0.5|58,974|8.4|29.1|10.8|50.7|63.0|1.6|1.0|5.9|0.2|4.7|49.0|48.7|27.0|43.8|73.4|18.2|29.2|19,441|56.6|199,500|18,947|3.08|47,652|18,923|12.9|D|698,407|11,697|74,866|4,152|F|F|S|25.0|F|23.2|7|8,045.6|39290|Orange County 
La Mesa|53,043|-3.1|54,749|5.7|19.8|17.0|52.8|80.6|4.9|0.7|4.1|0.4|4.3|13.5|46.6|11.6|17.2|89.6|27.6|24.0|24,943|47.2|198,700|24,186|2.22|41,693|22,372|9.4|128,482|1,138,377|20,847|122,904|5,327|F|F|S|7.6|F|26.2|9|5,912.4|40004|San Diego County 
La Mirada|49,733|6.3|46,783|6.3|26.2|13.8|51.7|64.5|1.9|0.8|14.9|0.3|4.1|33.5|60.7|22.7|36.9|84.5|25.2|28.4|14,811|82.0|210,700|14,580|3.10|61,632|22,404|5.6|2,239,108|294,034|6,101|61,231|3,649|F|F|S|21.1|F|28.3|7|5,959.6|40032|Los Angeles County 
La Puente|41,526|1.1|41,063|9.0|33.8|7.7|50.0|39.1|2.0|1.3|7.2|0.2|5.2|83.1|60.0|43.5|76.1|49.7|7.8|30.3|9,660|60.9|146,500|9,461|4.34|41,222|11,336|18.9|D|263,656|6,318|26,666|2,155|F|F|17.9|47.8|F|15.9|3|11,765.9|40340|Los Angeles County 
La Verne|33,316|5.3|31,638|5.8|25.2|13.1|51.9|77.1|3.2|0.6|7.2|0.2|4.3|23.1|57.8|14.5|23.7|88.7|31.6|30.6|11,286|77.5|242,100|11,070|2.79|61,326|26,689|4.7|322,501|224,691|6,913|42,094|2,772|S|F|8.4|15.4|F|16.7|8|3,807.2|40830|Los Angeles County 
Laguna Hills|32,156|0.5|31,178|6.1|26.2|12.1|51.9|76.8|1.4|0.4|10.2|0.2|3.8|16.4|53.0|22.3|28.0|91.0|39.3|27.0|11,303|75.2|330,500|10,895|2.82|70,234|36,133|5.0|498,464|597,117|18,526|79,979|5,226|F|F|16.9|S|F|S|6|4,909.9|39220|Orange County 
Laguna Niguel|64,771|3.2|61,891|7.0|26.6|8.9|51.3|83.5|1.3|0.3|7.7|0.1|3.6|10.4|49.2|17.5|21.4|95.2|47.8|30.4|23,885|75.0|374,800|23,217|2.65|80,733|39,167|4.1|286,962|901,040|14,120|57,680|7,812|F|F|S|3.4|F|24.3|14|4,221.8|39248|Orange County 
Lake Elsinore|45,033|55.7|28,928|9.8|36.0|6.7|50.1|65.6|5.2|1.3|2.0|0.3|5.2|38.0|38.0|17.2|30.3|71.3|8.6|41.5|9,505|64.6|144,800|8,817|3.27|41,884|15,413|17.0|D|421,582|13,234|46,778|2,426|F|F|F|S|F|42.6|33|855.9|39486|Riverside County 
Lake Forest|76,323|0.4|58,707|7.1|27.0|8.6|50.8|76.0|1.8|0.5|9.7|0.2|4.2|18.6|50.6|21.1|27.1|88.7|33.9|25.3|20,486|72.0|278,000|20,008|2.89|67,967|28,583|5.3|1,999,863|714,896|9,322|105,111|8,150|S|F|9.6|9.9|F|S|12|4,700.3|39496|Orange County 
Lakewood|80,055|0.9|79,345|7.1|27.5|11.9|51.6|62.7|7.3|0.6|13.5|0.6|5.2|22.8|60.8|19.0|29.1|85.1|20.7|27.3|27,310|72.0|202,800|26,853|2.95|58,214|22,095|7.4|D|980,801|12,184|115,850|5,146|S|S|S|19.6|F|31.7|9|8,414.1|39892|Los Angeles County 
Lancaster|140,804|18.6|118,718|8.0|32.3|8.6|49.2|62.8|16.0|1.0|3.8|0.2|5.0|24.1|43.2|13.0|21.7|78.3|15.8|31.6|41,745|61.4|103,700|38,224|2.92|41,127|16,935|16.4|304,653|1,228,486|9,923|121,748|7,412|13.7|F|S|S|F|36.7|94|1,263.0|40130|Los Angeles County 
Lawndale|32,016|1.0|31,711|9.3|31.9|5.6|49.4|42.2|12.6|1.0|9.6|0.9|6.6|52.1|44.5|38.7|57.5|63.4|12.5|25.3|9,869|33.2|178,700|9,555|3.31|39,012|13,702|17.3|70,892|195,574|6,077|22,463|2,224|4.7|F|S|S|F|23.5|1|16,015.7|40886|Los Angeles County 
Livermore|79,438|8.2|73,345|7.7|28.1|7.5|50.0|81.9|1.6|0.6|5.8|0.3|4.5|14.4|47.4|12.2|16.1|89.6|31.6|31.3|26,610|72.2|314,600|26,123|2.80|75,322|31,062|5.3|2,357,661|932,972|12,254|103,665|5,976|F|F|10.3|10.8|F|38.6|23|3,066.3|41992|Alameda County 
Lodi|62,451|9.4|56,999|7.9|28.2|14.3|51.2|74.4|0.6|0.9|5.1|0.1|4.9|27.1|46.4|18.8|29.7|72.9|15.6|22.5|21,378|54.6|141,500|20,692|2.71|39,570|18,719|16.7|448,886|724,740|11,973|74,535|4,360|F|F|S|S|F|S|12|4,656.8|42202|San Joaquin County 
Lompoc|39,883|-3.0|41,103|8.0|29.9|9.4|46.9|65.8|7.3|1.6|3.9|0.3|5.4|37.3|50.5|17.9|31.9|74.4|13.8|25.7|13,621|51.6|148,300|13,059|2.88|37,587|15,509|15.4|D|295,400|7,187|49,126|2,097|F|6.2|5.6|S|F|39.2|11|3,531.2|42524|Santa Barbara County 
Long Beach|472,494|2.4|461,522|8.4|29.2|9.1|50.9|45.2|14.9|0.8|12.0|1.2|5.3|35.8|45.2|28.6|44.2|72.7|23.9|28.7|171,632|41.0|210,000|163,088|2.77|37,270|19,040|22.8|6,470,706|2,599,922|5,525|646,802|31,742|S|2.0|12.5|19.8|F|31.0|50|9,149.9|43000|Los Angeles County 
Los Altos|27,483|-0.8|27,693|5.9|23.7|19.3|51.8|80.3|0.5|0.2|15.4|0.2|2.8|3.0|66.5|17.6|20.2|97.2|71.3|22.1|10,727|85.6|983,000|10,462|2.61|126,740|66,776|2.4|319,751|203,672|7,508|49,572|3,937|F|F|14.4|S|F|34.3|6|4,361.1|43280|Santa Clara County 
Los Angeles|3,849,378|4.2|3,694,820|7.7|26.6|9.7|50.2|46.9|11.2|0.8|10.0|0.2|5.2|46.5|49.5|40.9|57.8|66.6|25.5|29.6|1,337,706|38.6|221,600|1,275,412|2.83|36,687|20,671|22.1|49,019,131|30,196,646|7,976|5,592,058|395,667|6.6|1.5|12.1|21.4|S|29.8|469|7,876.9|44000|Los Angeles County 
Los Banos|34,717|34.1|25,869|9.4|35.1|9.3|50.2|58.6|4.3|1.4|2.3|0.3|6.2|50.4|46.9|18.9|40.1|69.6|9.9|44.5|8,049|67.9|140,200|7,721|3.33|43,690|15,582|12.1|D|209,047|7,082|21,578|1,426|F|F|S|39.7|F|37.0|8|3,217.5|44028|Merced County 
Los Gatos|28,366|-1.0|28,592|5.0|21.2|15.3|52.5|86.7|0.8|0.3|7.6|0.1|3.3|5.2|54.7|14.9|17.4|96.0|58.9|26.6|12,367|65.3|784,600|11,988|2.33|94,319|56,094|4.3|D|641,809|22,816|85,590|4,781|F|F|S|F|F|27.9|10|2,669.7|44112|Santa Clara County 
Lynwood|71,061|1.7|69,845|10.6|38.0|4.2|48.9|33.6|13.5|1.2|0.8|0.4|4.4|82.3|54.8|43.6|78.1|38.5|4.5|30.7|14,987|47.1|146,700|14,395|4.70|35,888|9,542|23.5|D|192,246|2,707|37,313|3,174|12.6|F|S|64.1|F|25.2|4|14,401.0|44574|Los Angeles County 
Madera|54,959|26.3|43,207|10.7|35.4|8.8|49.3|48.1|3.9|2.8|1.4|0.1|5.7|67.8|47.5|31.7|55.7|52.8|9.3|25.5|12,521|52.7|93,600|11,978|3.57|31,033|11,674|32.5|127,016|374,069|8,135|30,958|1,955|F|F|F|S|F|S|12|3,515.6|45022|Madera County 
Manhattan Beach|36,665|8.3|33,852|6.5|22.3|10.4|49.6|89.0|0.6|0.2|6.0|0.1|2.8|5.2|55.4|9.1|11.7|96.8|67.6|28.9|15,034|65.1|672,600|14,474|2.34|100,750|61,136|3.2|820,048|594,453|16,848|143,766|5,572|F|F|12.7|S|F|41.6|3|8,613.7|45400|Los Angeles County 
Manteca|63,709|28.1|49,258|7.5|31.6|9.3|51.0|74.2|2.9|1.3|3.5|0.4|6.2|25.1|49.8|10.7|19.3|78.3|11.0|34.2|16,937|63.0|156,100|16,368|2.98|46,677|18,241|9.7|D|580,779|10,240|54,826|3,045|S|F|12.1|S|F|34.5|15|3,096.0|45484|San Joaquin County 
Martinez|35,593|-0.8|35,866|5.6|22.7|10.1|50.4|81.0|3.3|0.7|6.6|0.2|4.7|10.2|54.1|9.5|13.9|91.1|32.1|27.9|14,597|68.8|254,300|14,300|2.41|63,010|29,701|5.2|494,809|223,712|6,117|38,740|3,036|F|F|S|S|F|24.6|12|2,927.8|46114|Contra Costa County 
Maywood|28,714|2.2|28,083|11.4|37.0|4.2|49.0|43.0|0.4|1.1|0.4|0.1|4.5|96.3|49.3|55.2|91.9|29.6|2.3|29.2|6,701|29.4|156,100|6,469|4.33|30,480|8,926|24.5|94,691|79,168|2,766|14,932|1,313|F|F|S|67.5|F|S|1|23,799.2|46492|Los Angeles County 
Menlo Park|29,981|-2.6|30,785|6.6|21.9|15.9|51.5|72.4|7.0|0.4|7.1|1.3|3.2|15.6|52.9|22.8|27.2|89.0|61.7|24.6|12,714|57.0|778,500|12,387|2.41|84,609|53,341|6.9|654,127|504,421|16,722|84,334|4,711|S|F|9.8|S|F|34.3|10|3,039.0|46870|San Mateo County 
Merced|76,313|18.9|63,893|9.2|34.7|9.4|51.1|52.4|6.3|1.3|11.4|0.2|5.2|41.4|43.5|22.1|41.5|68.5|13.6|21.6|21,532|46.5|106,400|20,435|3.06|30,429|13,115|27.9|D|935,888|13,704|72,382|3,517|F|F|S|S|F|S|19|3,217.2|46898|Merced County 
Milpitas|64,292|2.5|62,698|7.2|24.6|7.0|47.4|30.9|3.7|0.6|51.8|0.6|4.9|16.6|53.2|47.3|60.0|83.2|36.5|24.0|17,364|69.8|372,900|17,132|3.47|84,429|27,823|5.0|3,609,911|777,192|12,260|231,759|4,619|S|F|40.2|S|F|18.9|13|4,623.7|47766|Santa Clara County 
Mission Viejo|94,848|2.4|93,102|6.9|27.1|10.9|51.1|83.2|1.1|0.4|7.7|0.2|3.6|12.1|54.2|16.5|21.1|93.8|41.2|27.9|32,985|81.4|293,300|32,449|2.84|78,248|33,302|3.8|6,441,832|1,241,532|12,990|103,567|10,382|F|S|7.4|4.0|F|28.1|18|4,989.4|48256|Orange County 
Modesto|205,721|9.0|188,856|7.6|30.1|11.1|51.5|69.6|4.0|1.2|6.0|0.5|5.9|25.6|49.3|15.8|28.1|75.0|16.5|25.7|67,179|58.7|126,000|64,959|2.86|40,394|17,797|15.7|1,035,715|2,483,944|12,241|307,448|12,475|S|S|8.3|15.7|F|28.4|35|5,276.8|48354|Stanislaus County 
Monrovia|38,006|2.9|36,929|8.0|27.4|10.4|52.0|62.9|8.7|0.9|7.0|0.1|4.8|35.2|49.4|21.5|35.3|78.0|25.1|27.1|13,957|47.9|229,600|13,502|2.71|45,375|21,686|13.1|216,571|708,052|18,770|76,078|3,618|F|F|12.1|14.0|F|28.9|13|2,685.7|48648|Los Angeles County 
Montclair|35,544|7.1|33,049|8.9|33.1|8.3|50.1|44.8|6.4|1.0|8.1|0.3|4.8|60.0|53.4|34.1|57.1|60.4|9.6|31.6|9,066|60.6|135,700|8,800|3.69|40,797|13,556|17.4|175,720|900,103|26,221|64,575|2,325|9.5|F|S|32.6|F|S|5|6,480.2|48788|San Bernardino County 
Montebello|62,968|1.3|62,150|8.1|28.6|12.4|52.0|46.8|0.9|1.2|11.6|0.1|5.5|74.6|58.2|38.0|72.5|62.1|14.3|27.5|19,416|47.5|199,000|18,844|3.28|38,805|15,125|17.0|1,629,118|759,281|12,002|69,110|4,358|F|F|19.3|S|F|34.5|8|7,533.3|48816|Los Angeles County 
Monterey|28,803|-3.1|29,674|5.0|16.6|14.9|50.8|80.8|2.5|0.6|7.4|0.3|4.4|10.9|38.8|17.8|25.0|91.6|46.2|15.7|13,382|38.5|399,800|12,600|2.13|49,109|27,133|7.8|1,031,179|427,420|14,281|310,599|4,173|F|F|3.9|S|F|33.0|8|3,515.9|48872|Monterey County 
Monterey Park|62,183|3.6|60,051|5.6|21.3|17.9|52.0|21.3|0.4|0.7|61.8|0.1|3.4|28.9|61.0|53.6|75.9|71.6|25.1|27.3|20,209|54.0|216,500|19,564|3.06|40,724|17,661|15.6|454,627|391,124|6,367|82,212|5,862|F|F|64.3|10.1|F|S|7|7,870.4|48914|Los Angeles County 
Moorpark|35,668|13.6|31,415|8.1|34.2|4.5|50.1|74.4|1.5|0.5|5.6|0.1|3.9|27.8|57.4|19.2|28.3|84.7|34.2|28.7|9,094|82.1|281,300|8,994|3.49|76,642|25,383|7.0|D|80,367|2,331|D|2,751|F|S|S|S|F|35.7|19|1,651.7|49138|Ventura County 
Moreno Valley|183,571|28.9|142,381|8.8|36.8|5.5|51.1|46.8|19.9|0.9|5.9|0.5|5.8|38.4|46.3|20.0|34.9|74.5|14.0|35.3|41,431|71.1|118,900|39,225|3.61|47,387|14,983|14.2|D|883,999|5,870|95,061|8,102|13.1|S|9.8|26.9|F|31.4|51|2,779.3|49270|Riverside County 
Morgan Hill|35,982|9.1|33,556|8.1|30.5|7.5|50.4|72.4|1.7|1.1|6.0|0.2|5.1|27.5|47.1|15.2|25.6|86.8|33.5|33.9|11,091|72.5|435,200|10,846|3.05|81,958|33,047|4.7|969,718|352,383|10,668|46,200|3,067|F|F|S|14.6|F|25.4|11|2,875.4|49278|Santa Clara County 
Mountain View|70,090|-0.9|70,708|6.0|18.0|10.5|48.3|63.8|2.5|0.4|20.7|0.3|4.1|18.3|42.6|35.0|39.9|89.0|55.3|32.0|32,432|41.5|546,900|31,242|2.25|69,362|39,693|6.8|2,283,763|989,828|14,213|163,052|6,763|S|F|21.1|S|F|29.4|12|5,863.0|49670|Santa Clara County 
Murrieta|90,457|77.8|44,282|7.5|33.7|11.4|51.0|81.6|3.4|0.7|4.0|0.2|4.3|17.5|42.2|8.6|15.5|90.0|23.0|35.7|14,921|79.7|190,700|14,320|3.08|60,911|23,290|4.3|D|530,660|8,760|45,175|5,517|3.2|F|S|S|F|22.2|28|1,559.8|50076|Riverside County 
Napa|74,966|3.0|72,585|6.8|25.7|13.8|50.9|80.3|0.5|0.9|1.7|0.2|3.7|26.8|49.0|19.3|26.1|79.2|23.3|23.9|27,776|60.6|238,300|26,978|2.64|49,154|23,642|8.9|506,208|906,626|12,101|146,147|6,611|F|F|4.4|7.0|F|25.4|17|4,100.8|50258|Napa County 
National City|60,960|12.5|54,260|8.1|30.1|11.0|49.4|35.1|5.6|1.0|18.6|0.9|5.4|59.1|48.5|41.3|70.2|57.2|9.0|24.0|15,422|35.0|141,500|15,018|3.39|29,826|11,582|22.0|728,102|1,308,965|22,872|105,168|3,064|4.3|S|S|44.8|F|23.8|7|7,342.4|50398|San Diego County 
Newark|41,891|-1.4|42,471|7.2|27.3|7.8|49.6|52.2|4.0|0.6|21.3|1.0|7.1|28.6|59.5|31.6|44.8|79.2|24.2|30.5|13,150|70.6|303,700|12,992|3.26|69,350|23,641|5.5|729,311|815,146|18,945|98,032|3,000|S|F|33.1|S|F|28.9|13|3,040.2|50916|Alameda County 
Newport Beach|80,006|3.7|70,032|4.0|15.7|17.6|50.5|92.2|0.5|0.3|4.0|0.1|1.7|4.7|45.1|10.7|12.7|96.7|58.5|24.3|37,288|55.7|708,200|33,071|2.09|83,455|63,015|4.4|1,835,306|1,791,845|22,621|417,205|17,110|F|F|6.6|S|F|23.0|14|4,738.3|51182|Orange County 
Norwalk|105,240|0.9|103,298|8.6|32.1|9.0|50.5|44.8|4.6|1.2|11.5|0.4|4.7|62.9|56.2|36.4|61.6|63.0|10.6|27.5|27,554|65.8|161,100|26,887|3.79|46,047|14,022|11.9|518,630|781,568|7,357|75,500|5,360|6.1|F|31.1|36.9|F|32.6|9|10,671.3|52526|Los Angeles County 
Novato|51,518|8.1|47,630|5.9|23.1|13.0|51.6|82.8|2.0|0.5|5.2|0.2|3.9|13.1|53.7|17.2|21.2|90.5|37.0|34.8|18,994|67.6|381,400|18,524|2.52|63,453|32,402|5.6|543,847|866,452|18,021|83,514|6,118|F|F|S|7.6|F|35.8|27|1,719.5|52582|Marin County 
Oakland|397,067|-0.6|399,484|7.1|25.0|10.5|51.7|31.3|35.7|0.7|15.2|0.5|5.0|21.9|51.5|26.6|36.8|73.9|30.9|31.1|157,508|41.4|235,500|150,790|2.60|40,055|21,936|19.4|3,565,596|2,518,773|6,276|535,149|34,050|17.5|1.5|14.8|8.6|S|37.2|56|7,126.0|53000|Alameda County 
Oakley|28,822|12.4|25,619|8.5|34.5|5.4|49.5|75.5|3.4|0.9|2.9|0.3|6.5|25.0|53.4|9.6|18.6|84.8|13.7|44.0|7,946|85.1|187,400|7,832|3.26|65,589|21,895|5.0|D|101,690|3,901|D|1,560|F|S|F|S|F|S|12|2,062.7|53070|Contra Costa County 
Oceanside|165,803|3.0|161,029|7.6|27.6|13.6|50.5|66.4|6.3|0.9|5.5|1.3|5.2|30.2|44.1|20.5|32.2|80.8|22.2|28.7|59,581|62.1|195,800|56,488|2.83|46,301|20,329|11.6|876,852|1,166,531|7,075|169,514|11,418|4.6|F|8.3|19.0|F|35.2|40|3,967.2|53322|San Diego County 
Ontario|173,351|9.7|158,007|9.7|34.4|5.9|49.9|47.8|7.5|1.1|3.9|0.4|5.3|59.9|48.9|31.0|53.0|62.5|10.5|30.5|45,182|57.6|140,000|43,525|3.60|42,452|14,244|15.5|9,096,144|2,422,288|14,707|320,207|9,916|S|F|11.1|30.0|F|23.8|49|3,174.1|53896|San Bernardino County 
Orange|135,070|4.2|128,821|7.4|26.7|9.6|49.8|70.5|1.6|0.8|9.3|0.2|3.8|32.2|49.8|25.1|36.7|80.4|28.0|25.0|41,904|62.6|256,600|40,930|3.02|58,994|24,294|10.0|4,209,775|1,820,968|13,809|292,327|13,966|F|F|S|9.0|S|21.7|23|5,507.5|53980|Orange County 
Oxnard|184,463|8.1|170,358|8.9|31.8|8.1|48.9|42.1|3.8|1.3|7.4|0.4|4.7|66.2|51.9|36.9|62.1|59.5|13.7|23.3|45,166|57.3|189,400|43,576|3.85|48,603|15,288|15.1|1,542,118|1,830,608|10,313|172,831|9,592|3.8|S|12.2|34.9|F|25.1|25|6,730.9|54652|Ventura County 
Pacifica|37,327|-2.8|38,390|5.7|23.2|9.7|50.7|69.5|3.3|0.5|15.3|0.7|6.6|14.6|61.7|18.7|24.4|91.5|33.8|30.8|14,245|68.6|367,700|13,994|2.73|71,737|30,183|2.9|D|134,643|3,578|31,307|3,148|F|F|15.4|13.3|F|34.8|12|3,039.6|54806|San Mateo County 
Palm Desert|47,047|14.3|41,155|4.5|17.3|27.6|51.9|86.8|1.2|0.5|2.6|0.1|2.4|17.1|40.4|16.0|20.4|88.9|31.4|19.7|28,021|66.9|189,100|19,184|2.13|48,316|33,463|9.2|D|1,030,662|23,169|285,256|6,793|F|F|S|S|F|25.2|24|1,688.8|55184|Riverside County 
Palm Springs|47,806|11.8|42,807|4.7|17.0|26.2|48.1|78.3|3.9|0.9|3.8|0.1|3.1|23.7|47.0|21.4|27.6|81.7|26.6|21.4|30,823|60.8|157,000|20,516|2.05|35,973|25,957|15.1|D|486,157|10,913|272,028|5,904|S|F|S|S|F|26.9|94|454.2|55254|Riverside County 
Palmdale|138,790|18.8|116,670|9.3|38.0|5.6|50.9|54.8|14.5|1.0|3.8|0.2|5.2|37.7|46.4|19.8|34.7|74.0|13.3|42.9|37,096|71.0|116,400|34,285|3.40|46,941|16,384|15.8|D|947,547|7,648|105,213|7,558|12.3|S|4.1|S|F|S|104|1,111.6|55156|Los Angeles County 
Palo Alto|57,809|-1.3|58,598|5.1|21.2|15.6|51.1|75.8|2.0|0.2|17.2|0.1|3.2|4.6|55.4|26.5|28.6|96.2|74.4|21.0|26,048|57.2|811,800|25,216|2.30|90,377|56,257|4.8|841,101|1,400,433|24,425|257,241|9,257|F|F|S|2.2|F|28.0|23|2,475.6|55282|Santa Clara County 
Paradise|26,389|-0.1|26,408|4.3|20.4|27.2|53.4|93.7|0.2|1.1|1.0|0.1|2.6|4.3|54.1|3.7|5.4|85.7|19.4|22.4|12,374|70.9|129,100|11,591|2.22|31,863|19,267|12.4|2,315|150,754|5,661|18,358|2,249|F|F|F|F|F|15.4|18|1,447.0|55520|Butte County 
Paramount|56,369|2.1|55,266|11.0|36.9|5.2|50.9|34.7|13.6|1.1|3.3|0.8|4.8|72.3|47.9|40.6|71.8|50.0|7.0|27.1|14,591|42.9|154,300|13,972|3.93|36,749|11,487|21.9|991,280|335,764|5,960|32,758|3,349|S|F|S|41.9|F|S|4|11,684.1|55618|Los Angeles County 
Pasadena|144,133|7.6|133,936|6.9|23.1|12.1|51.1|53.4|14.4|0.7|10.0|0.1|5.4|33.4|49.6|32.3|45.0|79.5|41.3|25.9|54,132|45.8|286,400|51,844|2.52|46,012|28,186|15.9|3,786,394|2,198,589|15,765|455,974|16,181|7.4|2.0|9.1|S|S|27.7|23|5,798.1|56000|Los Angeles County 
Perris|51,397|42.0|36,189|10.8|39.6|6.2|51.0|41.2|15.9|1.5|2.7|0.3|5.8|56.2|41.8|27.0|50.1|61.0|6.6|37.9|10,553|68.1|91,300|9,652|3.73|35,522|11,425|20.4|D|541,636|14,032|27,770|1,838|S|F|S|S|F|26.5|31|1,153.6|56700|Riverside County 
Petaluma|54,660|Z|54,548|6.6|26.2|11.0|51.1|84.2|1.2|0.5|3.9|0.2|4.0|14.6|54.5|14.4|18.3|85.9|30.1|33.8|20,304|70.1|289,500|19,932|2.70|61,679|27,087|6.0|797,400|780,510|14,170|82,347|6,141|F|S|4.1|S|F|25.2|13|3,952.8|56784|Sonoma County 
Pico Rivera|64,336|1.4|63,428|8.2|31.0|11.0|50.9|49.4|0.7|1.4|2.7|0.1|5.4|88.3|64.3|33.9|72.6|55.1|7.1|27.1|16,807|70.4|166,800|16,468|3.83|41,564|13,011|12.6|761,492|263,171|4,084|48,153|3,379|S|S|6.4|55.6|F|S|8|7,641.9|56924|Los Angeles County 
